dataset,attack,alpha,seed,round,n_total,n_attacker_gt,n_l1_rejected,n_l1_flagged,n_l1_accepted,n_l2_rejected,n_final_rejected,n_accepted_for_aggregation,n_total_true,accuracy,GDS,H,theta_adj_signal,n_rescued,n_confirmed,n_flagged_from_l1_summary,l1_median,l1_mad,l1_thr_reject,l1_thr_flag,l2_thr_distance,l2_thr_cosine
cifar-10,label_flip,0.5,777,15,24,9.0,1,0,23,5,5,19.0,24.0,0.525,0.3063,0.3692,0.1377,0.0,0.0,0.0,136.9661,17.5275,207.0759,189.5484,140.21,0.8
cifar-10,label_flip,0.5,777,16,24,8.0,1,0,23,4,4,19.0,24.0,0.574,0.1834,0.3577,0.1377,0.0,0.0,0.0,134.9373,15.9436,198.7118,182.7682,120.06,0.8
cifar-10,label_flip,0.5,777,17,24,7.0,1,4,19,4,4,20.0,24.0,0.61,0.1753,0.3616,0.1377,3.0,1.0,4.0,136.2691,13.2154,189.1309,175.9155,114.09,0.8
cifar-10,label_flip,0.5,777,18,24,8.0,1,1,22,4,4,19.0,24.0,0.616,0.1603,0.3615,0.1377,1.0,0.0,1.0,137.7005,12.8285,189.0144,176.1859,111.5,0.8
cifar-10,label_flip,0.5,777,19,24,8.0,2,1,21,4,4,19.0,24.0,0.5955,0.2793,0.3656,0.1377,1.0,0.0,1.0,136.9472,12.45,186.7471,174.2971,115.68,0.8
cifar-10,label_flip,0.5,777,20,24,8.0,1,1,22,3,3,21.0,24.0,0.61,0.1473,0.3541,0.1377,0.0,1.0,1.0,136.1578,16.4495,201.9559,185.5064,106.8,0.8
cifar-10,label_flip,0.5,777,21,24,5.0,2,1,21,3,3,20.0,24.0,0.6495,0.1386,0.3381,0.1377,1.0,0.0,1.0,134.8908,11.9471,182.6792,170.7321,96.94,0.8
cifar-10,label_flip,0.5,777,22,24,6.0,0,2,22,3,3,20.0,24.0,0.6245,0.1173,0.3676,0.1377,2.0,0.0,2.0,138.6273,14.8955,198.2093,183.3138,114.36,0.8
cifar-10,label_flip,0.5,777,23,24,7.0,0,2,22,3,3,20.0,24.0,0.6265,0.136,0.3597,0.1377,2.0,0.0,2.0,131.997,16.4143,197.654,181.2397,101.4,0.8
cifar-10,label_flip,0.5,777,24,24,6.0,1,3,20,4,4,19.0,24.0,0.638,0.1663,0.3642,0.1377,2.0,1.0,3.0,136.0783,13.176,188.7825,175.6064,104.5,0.8
cifar-10,label_flip,0.5,777,25,24,6.0,1,3,20,2,2,20.0,24.0,0.6675,0.1747,0.363,0.1377,3.0,0.0,3.0,133.1665,16.9508,200.9697,184.0189,111.61,0.8
cifar-10,label_flip,0.5,777,26,24,6.0,0,1,23,2,2,20.0,24.0,0.652,0.1038,0.3663,0.1377,1.0,0.0,1.0,136.8612,12.8419,188.229,175.387,100.89,0.8
cifar-10,label_flip,0.5,777,27,24,3.0,2,2,20,4,4,20.0,24.0,0.6575,0.0936,0.2756,0.1377,1.0,1.0,2.0,133.8248,12.9254,185.5262,172.6009,104.14,0.8
cifar-10,label_flip,0.5,777,28,24,8.0,1,2,21,5,5,19.0,24.0,0.6315,0.1741,0.379,0.1377,1.0,1.0,2.0,139.1348,13.8485,194.5287,180.6802,107.3,0.8
cifar-10,label_flip,0.5,777,29,24,6.0,1,3,20,2,2,21.0,24.0,0.64,0.1245,0.3705,0.1377,2.0,1.0,3.0,136.8022,12.8494,188.2,175.3506,111.59,0.8
cifar-10,label_flip,0.5,777,30,24,8.0,0,3,21,2,2,22.0,24.0,0.663,0.2436,0.3763,0.1377,3.0,0.0,3.0,136.3955,13.4979,190.387,176.8891,126.39,0.8
cifar-10,label_flip,0.5,777,31,24,8.0,4,1,19,6,6,16.0,24.0,0.6565,0.1175,0.3654,0.1377,0.0,1.0,1.0,133.4151,8.936,169.1593,160.2232,100.07,0.8
cifar-10,label_flip,0.5,777,32,24,6.0,2,1,21,3,3,17.0,24.0,0.681,0.1365,0.3712,0.1377,1.0,0.0,1.0,132.4782,11.1406,177.0406,165.9,113.22,0.8
cifar-10,label_flip,0.5,777,33,24,7.0,3,0,21,4,4,17.0,24.0,0.6755,0.1373,0.3733,0.1377,0.0,0.0,0.0,137.6098,10.348,179.0019,168.6538,105.73,0.8
cifar-10,label_flip,0.5,777,34,24,6.0,2,0,22,4,4,20.0,24.0,0.7095,0.2081,0.3808,0.1377,0.0,0.0,0.0,124.6164,12.8803,176.1375,163.2572,118.61,0.8
cifar-10,label_flip,0.5,777,35,24,8.0,1,1,22,5,5,19.0,24.0,0.682,0.2199,0.3806,0.1377,1.0,0.0,1.0,127.12,13.1107,179.5629,166.4522,121.73,0.8
cifar-10,label_flip,0.5,777,36,24,6.0,2,2,20,5,5,19.0,24.0,0.685,0.2141,0.3768,0.1377,2.0,0.0,2.0,128.647,11.6364,175.1927,163.5562,119.52,0.8
cifar-10,label_flip,0.5,777,37,24,7.0,3,1,20,4,4,19.0,24.0,0.678,0.0938,0.3689,0.1377,1.0,0.0,1.0,137.9631,8.8107,173.206,164.3953,105.99,0.8
cifar-10,label_flip,0.5,777,38,24,8.0,2,0,22,3,3,21.0,24.0,0.68,0.1717,0.3709,0.1377,0.0,0.0,0.0,137.6144,13.0894,189.9718,176.8824,116.62,0.8
cifar-10,label_flip,0.5,777,39,24,8.0,1,2,21,3,3,21.0,24.0,0.684,0.232,0.3675,0.1377,2.0,0.0,2.0,126.2854,16.5463,192.4706,175.9243,129.64,0.8
cifar-10,label_flip,0.5,777,40,24,6.0,1,0,23,2,2,22.0,24.0,0.728,0.2461,0.3676,0.1377,0.0,0.0,0.0,124.2164,20.8021,207.4248,186.6227,110.53,0.8
cifar-10,label_flip,0.5,777,41,24,7.0,1,0,23,3,3,21.0,24.0,0.7345,0.1627,0.367,0.1377,0.0,0.0,0.0,136.1227,18.279,209.2389,190.9598,115.64,0.8
cifar-10,label_flip,0.5,777,42,24,8.0,0,2,22,1,1,21.0,24.0,0.6955,0.0967,0.3784,0.1377,2.0,0.0,2.0,133.6641,14.1215,190.1503,176.0288,107.87,0.8
cifar-10,label_flip,0.5,777,43,24,10.0,2,2,20,4,4,20.0,24.0,0.628,0.1992,0.3693,0.1377,2.0,0.0,2.0,124.9002,15.6566,187.5266,171.87,121.25,0.8
cifar-10,label_flip,0.5,777,44,24,7.0,0,2,22,2,2,21.0,24.0,0.691,0.1375,0.3537,0.1377,2.0,0.0,2.0,123.6547,15.2642,184.7113,169.4472,105.73,0.8
cifar-10,label_flip,0.5,777,45,24,8.0,1,2,21,3,3,21.0,24.0,0.71,0.1392,0.3629,0.1377,2.0,0.0,2.0,136.2137,16.1916,200.9801,184.7885,113.0,0.8
cifar-10,label_flip,0.5,777,46,24,8.0,2,1,21,4,4,19.0,24.0,0.704,0.1162,0.3711,0.1377,1.0,0.0,1.0,130.9661,10.8698,174.4452,163.5754,106.96,0.8
cifar-10,label_flip,0.5,777,47,24,9.0,1,0,23,3,3,19.0,24.0,0.691,0.1211,0.365,0.1377,0.0,0.0,0.0,131.9137,15.7222,194.8026,179.0804,107.34,0.8
cifar-10,label_flip,0.5,777,48,24,6.0,2,0,22,3,3,20.0,24.0,0.703,0.1165,0.3664,0.1377,0.0,0.0,0.0,125.2568,13.6833,179.9898,166.3065,104.62,0.8
cifar-10,label_flip,0.5,777,49,24,7.0,3,0,21,4,4,20.0,24.0,0.7255,0.1162,0.3646,0.1377,0.0,0.0,0.0,132.5418,12.0748,180.8412,168.7663,101.82,0.8
cifar-10,label_flip,0.5,777,50,24,6.0,0,3,21,1,1,23.0,24.0,0.72,0.1868,0.3675,0.1377,3.0,0.0,3.0,132.0533,16.5504,198.2549,181.7045,124.47,0.8
cifar-10,label_flip,1.0,123,11,24,9.0,0,1,23,1,1,22.0,24.0,0.531,0.1359,0.3531,0.0574,1.0,0.0,1.0,129.0491,18.0952,201.4299,183.3347,90.76,0.8
cifar-10,label_flip,1.0,123,12,24,8.0,0,1,23,0,0,21.0,24.0,0.542,0.0767,0.3472,0.0574,1.0,0.0,1.0,135.6806,13.3417,189.0474,175.7057,89.77,0.8
cifar-10,label_flip,1.0,123,13,24,8.0,1,0,23,1,1,21.0,24.0,0.529,0.0929,0.3483,0.0574,0.0,0.0,0.0,131.2924,10.7375,174.2424,163.5049,92.31,0.8
